a, b, c, d, e
12985, 445, 485, 5, 87016
12986, 482, 486, 6, 87015
12987, 519, 487, 7, 87014
12988, 556, 488, 8, 87013
12989, 593, 489, 9, 87012
12990, 630, 490, 0, 87011
12991, 667, 491, 1, 87010
12992, 704, 492, 2, 87009
12993, 741, 493, 3, 87008
12994, 778, 494, 4, 87007
12995, 815, 495, 5, 87006
12996, 852, 496, 6, 87005
12997, 889, 497, 7, 87004
12998, 926, 498, 8, 87003
12999, 963, 499, 9, 87002
13000, 0, 0, 0, 87001
13001, 37, 1, 1, 87000
13002, 74, 2, 2, 86999
13003, 111, 3, 3, 86998
13004, 148, 4, 4, 86997
13005, 185, 5, 5, 86996
13006, 222, 6, 6, 86995
13007, 259, 7, 7, 86994
13008, 296, 8, 8, 86993
13009, 333, 9, 9, 86992
13010, 370, 10, 0, 86991
13011, 407, 11, 1, 86990
13012, 444, 12, 2, 86989
13013, 481, 13, 3, 86988
13014, 518, 14, 4, 86987
13015, 555, 15, 5, 86986
13016, 592, 16, 6, 86985
13017, 629, 17, 7, 86984
13018, 666, 18, 8, 86983
13019, 703, 19, 9, 86982
13020, 740, 20, 0, 86981
13021, 777, 21, 1, 86980
13022, 814, 22, 2, 86979
13023, 851, 23, 3, 86978
13024, 888, 24, 4, 86977
13025, 925, 25, 5, 86976
13026, 962, 26, 6, 86975
13027, 999, 27, 7, 86974
13028, 36, 28, 8, 86973
13029, 73, 29, 9, 86972
13030, 110, 30, 0, 86971
13031, 147, 31, 1, 86970
13032, 184, 32, 2, 86969
13033, 221, 33, 3, 86968
13034, 258, 34, 4, 86967
13035, 295, 35, 5, 86966
13036, 332, 36, 6, 86965
13037, 369, 37, 7, 86964
13038, 406, 38, 8, 86963
13039, 443, 39, 9, 86962
13040, 480, 40, 0, 86961
13041, 517, 41, 1, 86960
13042, 554, 42, 2, 86959
13043, 591, 43, 3, 86958
13044, 628, 44, 4, 86957
13045, 665, 45, 5, 86956
13046, 702, 46, 6, 86955
13047, 739, 47, 7, 86954
13048, 776, 48, 8, 86953
13049, 813, 49, 9, 86952
13050, 850, 50, 0, 86951
13051, 887, 51, 1, 86950
13052, 924, 52, 2, 86949
13053, 961, 53, 3, 86948
13054, 998, 54, 4, 86947
13055, 35, 55, 5, 86946
13056, 72, 56, 6, 86945
13057, 109, 57, 7, 86944
13058, 146, 58, 8, 86943
13059, 183, 59, 9, 86942
13060, 220, 60, 0, 86941
13061, 257, 61, 1, 86940
13062, 294, 62, 2, 86939
13063, 331, 63, 3, 86938
13064, 368, 64, 4, 86937
13065, 405, 65, 5, 86936
13066, 442, 66, 6, 86935
13067, 479, 67, 7, 86934
13068, 516, 68, 8, 86933
13069, 553, 69, 9, 86932
13070, 590, 70, 0, 86931
13071, 627, 71, 1, 86930
13072, 664, 72, 2, 86929
13073, 701, 73, 3, 86928
13074, 738, 74, 4, 86927
13075, 775, 75, 5, 86926
13076, 812, 76, 6, 86925
13077, 849, 77, 7, 86924
13078, 886, 78, 8, 86923
13079, 923, 79, 9, 86922
13080, 960, 80, 0, 86921
13081, 997, 81, 1, 86920
13082, 34, 82, 2, 86919
13083, 71, 83, 3, 86918
13084, 108, 84, 4, 86917
13085, 145, 85, 5, 86916
13086, 182, 86, 6, 86915
13087, 219, 87, 7, 86914
13088, 256, 88, 8, 86913
13089, 293, 89, 9, 86912
13090, 330, 90, 0, 86911
13091, 367, 91, 1, 86910
13092, 404, 92, 2, 86909
13093, 441, 93, 3, 86908
13094, 478, 94, 4, 86907
13095, 515, 95, 5, 86906
13096, 552, 96, 6, 86905
13097, 589, 97, 7, 86904
13098, 626, 98, 8, 86903
13099, 663, 99, 9, 86902
13100, 700, 100, 0, 86901
13101, 737, 101, 1, 86900
13102, 774, 102, 2, 86899
13103, 811, 103, 3, 86898
13104, 848, 104, 4, 86897
13105, 885, 105, 5, 86896
13106, 922, 106, 6, 86895
13107, 959, 107, 7, 86894
13108, 996, 108, 8, 86893
13109, 33, 109, 9, 86892
13110, 70, 110, 0, 86891
13111, 107, 111, 1, 86890
13112, 144, 112, 2, 86889
13113, 181, 113, 3, 86888
13114, 218, 114, 4, 86887
13115, 255, 115, 5, 86886
13116, 292, 116, 6, 86885
13117, 329, 117, 7, 86884
13118, 366, 118, 8, 86883
13119, 403, 119, 9, 86882
13120, 440, 120, 0, 86881
13121, 477, 121, 1, 86880
13122, 514, 122, 2, 86879
13123, 551, 123, 3, 86878
13124, 588, 124, 4, 86877
13125, 625, 125, 5, 86876
13126, 662, 126, 6, 86875
13127, 699, 127, 7, 86874
13128, 736, 128, 8, 86873
13129, 773, 129, 9, 86872
13130, 810, 130, 0, 86871
13131, 847, 131, 1, 86870
13132, 884, 132, 2, 86869
13133, 921, 133, 3, 86868
13134, 958, 134, 4, 86867
13135, 995, 135, 5, 86866
13136, 32, 136, 6, 86865
13137, 69, 137, 7, 86864
13138, 106, 138, 8, 86863
13139, 143, 139, 9, 86862
13140, 180, 140, 0, 86861
13141, 217, 141, 1, 86860
13142, 254, 142, 2, 86859
13143, 291, 143, 3, 86858
13144, 328, 144, 4, 86857
13145, 365, 145, 5, 86856
13146, 402, 146, 6, 86855
13147, 439, 147, 7, 86854
13148, 476, 148, 8, 86853
13149, 513, 149, 9, 86852
13150, 550, 150, 0, 86851
13151, 587, 151, 1, 86850
13152, 624, 152, 2, 86849
13153, 661, 153, 3, 86848
13154, 698, 154, 4, 86847
13155, 735, 155, 5, 86846
13156, 772, 156, 6, 86845
13157, 809, 157, 7, 86844
13158, 846, 158, 8, 86843
13159, 883, 159, 9, 86842
13160, 920, 160, 0, 86841
13161, 957, 161, 1, 86840
13162, 994, 162, 2, 86839
13163, 31, 163, 3, 86838
13164, 68, 164, 4, 86837
13165, 105, 165, 5, 86836
13166, 142, 166, 6, 86835
13167, 179, 167, 7, 86834
13168, 216, 168, 8, 86833
13169, 253, 169, 9, 86832
13170, 290, 170, 0, 86831
13171, 327, 171, 1, 86830
13172, 364, 172, 2, 86829
13173, 401, 173, 3, 86828
13174, 438, 174, 4, 86827
13175, 475, 175, 5, 86826
13176, 512, 176, 6, 86825
13177, 549, 177, 7, 86824
13178, 586, 178, 8, 86823
13179, 623, 179, 9, 86822
13180, 660, 180, 0, 86821
13181, 697, 181, 1, 86820
13182, 734, 182, 2, 86819
13183, 771, 183, 3, 86818
13184, 808, 184, 4, 86817
13185, 845, 185, 5, 86816
13186, 882, 186, 6, 86815
13187, 919, 187, 7, 86814
13188, 956, 188, 8, 86813
13189, 993, 189, 9, 86812
13190, 30, 190, 0, 86811
13191, 67, 191, 1, 86810
13192, 104, 192, 2, 86809
13193, 141, 193, 3, 86808
13194, 178, 194, 4, 86807
13195, 215, 195, 5, 86806
13196, 252, 196, 6, 86805
13197, 289, 197, 7, 86804
13198, 326, 198, 8, 86803
13199, 363, 199, 9, 86802
13200, 400, 200, 0, 86801
13201, 437, 201, 1, 86800
13202, 474, 202, 2, 86799
13203, 511, 203, 3, 86798
13204, 548, 204, 4, 86797
13205, 585, 205, 5, 86796
13206, 622, 206, 6, 86795
13207, 659, 207, 7, 86794
13208, 696, 208, 8, 86793
13209, 733, 209, 9, 86792
13210, 770, 210, 0, 86791
13211, 807, 211, 1, 86790
13212, 844, 212, 2, 86789
13213, 881, 213, 3, 86788
13214, 918, 214, 4, 86787
13215, 955, 215, 5, 86786
13216, 992, 216, 6, 86785
13217, 29, 217, 7, 86784
13218, 66, 218, 8, 86783
13219, 103, 219, 9, 86782
13220, 140, 220, 0, 86781
13221, 177, 221, 1, 86780
13222, 214, 222, 2, 86779
13223, 251, 223, 3, 86778
13224, 288, 224, 4, 86777
13225, 325, 225, 5, 86776
13226, 362, 226, 6, 86775
13227, 399, 227, 7, 86774
13228, 436, 228, 8, 86773
13229, 473, 229, 9, 86772
13230, 510, 230, 0, 86771
13231, 547, 231, 1, 86770
13232, 584, 232, 2, 86769
13233, 621, 233, 3, 86768
13234, 658, 234, 4, 86767
13235, 695, 235, 5, 86766
13236, 732, 236, 6, 86765
13237, 769, 237, 7, 86764
13238, 806, 238, 8, 86763
13239, 843, 239, 9, 86762
13240, 880, 240, 0, 86761
13241, 917, 241, 1, 86760
13242, 954, 242, 2, 86759
13243, 991, 243, 3, 86758
13244, 28, 244, 4, 86757
13245, 65, 245, 5, 86756
13246, 102, 246, 6, 86755
13247, 139, 247, 7, 86754
13248, 176, 248, 8, 86753
13249, 213, 249, 9, 86752
13250, 250, 250, 0, 86751
13251, 287, 251, 1, 86750
13252, 324, 252, 2, 86749
13253, 361, 253, 3, 86748
13254, 398, 254, 4, 86747
13255, 435, 255, 5, 86746
13256, 472, 256, 6, 86745
13257, 509, 257, 7, 86744
13258, 546, 258, 8, 86743
13259, 583, 259, 9, 86742
13260, 620, 260, 0, 86741
13261, 657, 261, 1, 86740
13262, 694, 262, 2, 86739
13263, 731, 263, 3, 86738
13264, 768, 264, 4, 86737
13265, 805, 265, 5, 86736
13266, 842, 266, 6, 86735
13267, 879, 267, 7, 86734
13268, 916, 268, 8, 86733
13269, 953, 269, 9, 86732
13270, 990, 270, 0, 86731
13271, 27, 271, 1, 86730
13272, 64, 272, 2, 86729
13273, 101, 273, 3, 86728
13274, 138, 274, 4, 86727
13275, 175, 275, 5, 86726
13276, 212, 276, 6, 86725
13277, 249, 277, 7, 86724
13278, 286, 278, 8, 86723
13279, 323, 279, 9, 86722
13280, 360, 280, 0, 86721
13281, 397, 281, 1, 86720
13282, 434, 282, 2, 86719
13283, 471, 283, 3, 86718
13284, 508, 284, 4, 86717
13285, 545, 285, 5, 86716
13286, 582, 286, 6, 86715
13287, 619, 287, 7, 86714
13288, 656, 288, 8, 86713
13289, 693, 289, 9, 86712
13290, 730, 290, 0, 86711
13291, 767, 291, 1, 86710
13292, 804, 292, 2, 86709
13293, 841, 293, 3, 86708
13294, 878, 294, 4, 86707
13295, 915, 295, 5, 86706
13296, 952, 296, 6, 86705
13297, 989, 297, 7, 86704
13298, 26, 298, 8, 86703
13299, 63, 299, 9, 86702
13300, 100, 300, 0, 86701
13301, 137, 301, 1, 86700
13302, 174, 302, 2, 86699
13303, 211, 303, 3, 86698
13304, 248, 304, 4, 86697
13305, 285, 305, 5, 86696
13306, 322, 306, 6, 86695
13307, 359, 307, 7, 86694
13308, 396, 308, 8, 86693
13309, 433, 309, 9, 86692
13310, 470, 310, 0, 86691
13311, 507, 311, 1, 86690
13312, 544, 312, 2, 86689
13313, 581, 313, 3, 86688
13314, 618, 314, 4, 86687
13315, 655, 315, 5, 86686
13316, 692, 316, 6, 86685
13317, 729, 317, 7, 86684
13318, 766, 318, 8, 86683
13319, 803, 319, 9, 86682
13320, 840, 320, 0, 86681
13321, 877, 321, 1, 86680
13322, 914, 322, 2, 86679
13323, 951, 323, 3, 86678
13324, 988, 324, 4, 86677
13325, 25, 325, 5, 86676
13326, 62, 326, 6, 86675
13327, 99, 327, 7, 86674
13328, 136, 328, 8, 86673
13329, 173, 329, 9, 86672
13330, 210, 330, 0, 86671
13331, 247, 331, 1, 86670
13332, 284, 332, 2, 86669
13333, 321, 333, 3, 86668
13334, 358, 334, 4, 86667
13335, 395, 335, 5, 86666
13336, 432, 336, 6, 86665
13337, 469, 337, 7, 86664
13338, 506, 338, 8, 86663
13339, 543, 339, 9, 86662
13340, 580, 340, 0, 86661
13341, 617, 341, 1, 86660
13342, 654, 342, 2, 86659
13343, 691, 343, 3, 86658
13344, 728, 344, 4, 86657
13345, 765, 345, 5, 86656
13346, 802, 346, 6, 86655
13347, 839, 347, 7, 86654
13348, 876, 348, 8, 86653
13349, 913, 349, 9, 86652
13350, 950, 350, 0, 86651
13351, 987, 351, 1, 86650
13352, 24, 352, 2, 86649
13353, 61, 353, 3, 86648
13354, 98, 354, 4, 86647
13355, 135, 355, 5, 86646
13356, 172, 356, 6, 86645
13357, 209, 357, 7, 86644
13358, 246, 358, 8, 86643
13359, 283, 359, 9, 86642
13360, 320, 360, 0, 86641
13361, 357, 361, 1, 86640
13362, 394, 362, 2, 86639
13363, 431, 363, 3, 86638
13364, 468, 364, 4, 86637
13365, 505, 365, 5, 86636
13366, 542, 366, 6, 86635
13367, 579, 367, 7, 86634
13368, 616, 368, 8, 86633
13369, 653, 369, 9, 86632
13370, 690, 370, 0, 86631
13371, 727, 371, 1, 86630
13372, 764, 372, 2, 86629
13373, 801, 373, 3, 86628
13374, 838, 374, 4, 86627
13375, 875, 375, 5, 86626
13376, 912, 376, 6, 86625
13377, 949, 377, 7, 86624
13378, 986, 378, 8, 86623
13379, 23, 379, 9, 86622
13380, 60, 380, 0, 86621
13381, 97, 381, 1, 86620
13382, 134, 382, 2, 86619
13383, 171, 383, 3, 86618
13384, 208, 384, 4, 86617
13385, 245, 385, 5, 86616
13386, 282, 386, 6, 86615
13387, 319, 387, 7, 86614
13388, 356, 388, 8, 86613
13389, 393, 389, 9, 86612
13390, 430, 390, 0, 86611
13391, 467, 391, 1, 86610
13392, 504, 392, 2, 86609
13393, 541, 393, 3, 86608
13394, 578, 394, 4, 86607
13395, 615, 395, 5, 86606
13396, 652, 396, 6, 86605
13397, 689, 397, 7, 86604
13398, 726, 398, 8, 86603
13399, 763, 399, 9, 86602
13400, 800, 400, 0, 86601
13401, 837, 401, 1, 86600
13402, 874, 402, 2, 86599
13403, 911, 403, 3, 86598
13404, 948, 404, 4, 86597
13405, 985, 405, 5, 86596
13406, 22, 406, 6, 86595
13407, 59, 407, 7, 86594
13408, 96, 408, 8, 86593
13409, 133, 409, 9, 86592
13410, 170, 410, 0, 86591
13411, 207, 411, 1, 86590
13412, 244, 412, 2, 86589
13413, 281, 413, 3, 86588
13414, 318, 414, 4, 86587
13415, 355, 415, 5, 86586
13416, 392, 416, 6, 86585
13417, 429, 417, 7, 86584
13418, 466, 418, 8, 86583
13419, 503, 419, 9, 86582
13420, 540, 420, 0, 86581
13421, 577, 421, 1, 86580
13422, 614, 422, 2, 86579
13423, 651, 423, 3, 86578
13424, 688, 424, 4, 86577
13425, 725, 425, 5, 86576
13426, 762, 426, 6, 86575
13427, 799, 427, 7, 86574
13428, 836, 428, 8, 86573
13429, 873, 429, 9, 86572
13430, 910, 430, 0, 86571
13431, 947, 431, 1, 86570
13432, 984, 432, 2, 86569
13433, 21, 433, 3, 86568
13434, 58, 434, 4, 86567
13435, 95, 435, 5, 86566
13436, 132, 436, 6, 86565
13437, 169, 437, 7, 86564
13438, 206, 438, 8, 86563
13439, 243, 439, 9, 86562
13440, 280, 440, 0, 86561
13441, 317, 441, 1, 86560
13442, 354, 442, 2, 86559
13443, 391, 443, 3, 86558
13444, 428, 444, 4, 86557
13445, 465, 445, 5, 86556
13446, 502, 446, 6, 86555
13447, 539, 447, 7, 86554
13448, 576, 448, 8, 86553
13449, 613, 449, 9, 86552
13450, 650, 450, 0, 86551
13451, 687, 451, 1, 86550
13452, 724, 452, 2, 86549
13453, 761, 453, 3, 86548
13454, 798, 454, 4, 86547
13455, 835, 455, 5, 86546
13456, 872, 456, 6, 86545
13457, 909, 457, 7, 86544
13458, 946, 458, 8, 86543
13459, 983, 459, 9, 86542
13460, 20, 460, 0, 86541
13461, 57, 461, 1, 86540
13462, 94, 462, 2, 86539
13463, 131, 463, 3, 86538
13464, 168, 464, 4, 86537
13465, 205, 465, 5, 86536
13466, 242, 466, 6, 86535
13467, 279, 467, 7, 86534
13468, 316, 468, 8, 86533
13469, 353, 469, 9, 86532
13470, 390, 470, 0, 86531
13471, 427, 471, 1, 86530
13472, 464, 472, 2, 86529
13473, 501, 473, 3, 86528
13474, 538, 474, 4, 86527
13475, 575, 475, 5, 86526
13476, 612, 476, 6, 86525
13477, 649, 477, 7, 86524
13478, 686, 478, 8, 86523
13479, 723, 479, 9, 86522
13480, 760, 480, 0, 86521
13481, 797, 481, 1, 86520
13482, 834, 482, 2, 86519
13483, 871, 483, 3, 86518
13484, 908, 484, 4, 86517
13485, 945, 485, 5, 86516
13486, 982, 486, 6, 86515
13487, 19, 487, 7, 86514
13488, 56, 488, 8, 86513
13489, 93, 489, 9, 86512
13490, 130, 490, 0, 86511
13491, 167, 491, 1, 86510
13492, 204, 492, 2, 86509
13493, 241, 493, 3, 86508
13494, 278, 494, 4, 86507
13495, 315, 495, 5, 86506
13496, 352, 496, 6, 86505
13497, 389, 497, 7, 86504
13498, 426, 498, 8, 86503
13499, 463, 499, 9, 86502
13500, 500, 0, 0, 86501
13501, 537, 1, 1, 86500
13502, 574, 2, 2, 86499
13503, 611, 3, 3, 86498
13504, 648, 4, 4, 86497
13505, 685, 5, 5, 86496
13506, 722, 6, 6, 86495
13507, 759, 7, 7, 86494
13508, 796, 8, 8, 86493
13509, 833, 9, 9, 86492
13510, 870, 10, 0, 86491
13511, 907, 11, 1, 86490
13512, 944, 12, 2, 86489
13513, 981, 13, 3, 86488
13514, 18, 14, 4, 86487
13515, 55, 15, 5, 86486
13516, 92, 16, 6, 86485
13517, 129, 17, 7, 86484
13518, 166, 18, 8, 86483
13519, 203, 19, 9, 86482
13520, 240, 20, 0, 86481
13521, 277, 21, 1, 86480
13522, 314, 22, 2, 86479
13523, 351, 23, 3, 86478
13524, 388, 24, 4, 86477
13525, 425, 25, 5, 86476
13526, 462, 26, 6, 86475
13527, 499, 27, 7, 86474
13528, 536, 28, 8, 86473
13529, 573, 29, 9, 86472
13530, 610, 30, 0, 86471
13531, 647, 31, 1, 86470
13532, 684, 32, 2, 86469
13533, 721, 33, 3, 86468
13534, 758, 34, 4, 86467
13535, 795, 35, 5, 86466
13536, 832, 36, 6, 86465
13537, 869, 37, 7, 86464
13538, 906, 38, 8, 86463
13539, 943, 39, 9, 86462
13540, 980, 40, 0, 86461
13541, 17, 41, 1, 86460
13542, 54, 42, 2, 86459
13543, 91, 43, 3, 86458
13544, 128, 44, 4, 86457
13545, 165, 45, 5, 86456
13546, 202, 46, 6, 86455
13547, 239, 47, 7, 86454
13548, 276, 48, 8, 86453
13549, 313, 49, 9, 86452
13550, 350, 50, 0, 86451
13551, 387, 51, 1, 86450
13552, 424, 52, 2, 86449
13553, 461, 53, 3, 86448
13554, 498, 54, 4, 86447
13555, 535, 55, 5, 86446
13556, 572, 56, 6, 86445
13557, 609, 57, 7, 86444
13558, 646, 58, 8, 86443
13559, 683, 59, 9, 86442
13560, 720, 60, 0, 86441
13561, 757, 61, 1, 86440
13562, 794, 62, 2, 86439
13563, 831, 63, 3, 86438
13564, 868, 64, 4, 86437
13565, 905, 65, 5, 86436
13566, 942, 66, 6, 86435
13567, 979, 67, 7, 86434
13568, 16, 68, 8, 86433
13569, 53, 69, 9, 86432
13570, 90, 70, 0, 86431
13571, 127, 71, 1, 86430
13572, 164, 72, 2, 86429
13573, 201, 73, 3, 86428
13574, 238, 74, 4, 86427
13575, 275, 75, 5, 86426
13576, 312, 76, 6, 86425
13577, 349, 77, 7, 86424
13578, 386, 78, 8, 86423
13579, 423, 79, 9, 86422
13580, 460, 80, 0, 86421
13581, 497, 81, 1, 86420
13582, 534, 82, 2, 86419
13583, 571, 83, 3, 86418
13584, 608, 84, 4, 86417
13585, 645, 85, 5, 86416
13586, 682, 86, 6, 86415
13587, 719, 87, 7, 86414
13588, 756, 88, 8, 86413
13589, 793, 89, 9, 86412
13590, 830, 90, 0, 86411
13591, 867, 91, 1, 86410
13592, 904, 92, 2, 86409
13593, 941, 93, 3, 86408
13594, 978, 94, 4, 86407
13595, 15, 95, 5, 86406
13596, 52, 96, 6, 86405
13597, 89, 97, 7, 86404
13598, 126, 98, 8, 86403
13599, 163, 99, 9, 86402
13600, 200, 100, 0, 86401
13601, 237, 101, 1, 86400
13602, 274, 102, 2, 86399
13603, 311, 103, 3, 86398
13604, 348, 104, 4, 86397
13605, 385, 105, 5, 86396
13606, 422, 106, 6, 86395
13607, 459, 107, 7, 86394
13608, 496, 108, 8, 86393
13609, 533, 109, 9, 86392
13610, 570, 110, 0, 86391
13611, 607, 111, 1, 86390
13612, 644, 112, 2, 86389
13613, 681, 113, 3, 86388
13614, 718, 114, 4, 86387
13615, 755, 115, 5, 86386
13616, 792, 116, 6, 86385
13617, 829, 117, 7, 86384
13618, 866, 118, 8, 86383
13619, 903, 119, 9, 86382
13620, 940, 120, 0, 86381
13621, 977, 121, 1, 86380
13622, 14, 122, 2, 86379
13623, 51, 123, 3, 86378
13624, 88, 124, 4, 86377
13625, 125, 125, 5, 86376
13626, 162, 126, 6, 86375
13627, 199, 127, 7, 86374
13628, 236, 128, 8, 86373
13629, 273, 129, 9, 86372
13630, 310, 130, 0, 86371
13631, 347, 131, 1, 86370
13632, 384, 132, 2, 86369
13633, 421, 133, 3, 86368
13634, 458, 134, 4, 86367
13635, 495, 135, 5, 86366
13636, 532, 136, 6, 86365
13637, 569, 137, 7, 86364
13638, 606, 138, 8, 86363
13639, 643, 139, 9, 86362
13640, 680, 140, 0, 86361
13641, 717, 141, 1, 86360
13642, 754, 142, 2, 86359
13643, 791, 143, 3, 86358
13644, 828, 144, 4, 86357
13645, 865, 145, 5, 86356
13646, 902, 146, 6, 86355
13647, 939, 147, 7, 86354
13648, 976, 148, 8, 86353
13649, 13, 149, 9, 86352
13650, 50, 150, 0, 86351
13651, 87, 151, 1, 86350
13652, 124, 152, 2, 86349
13653, 161, 153, 3, 86348
13654, 198, 154, 4, 86347
13655, 235, 155, 5, 86346
13656, 272, 156, 6, 86345
13657, 309, 157, 7, 86344
13658, 346, 158, 8, 86343
13659, 383, 159, 9, 86342
13660, 420, 160, 0, 86341
13661, 457, 161, 1, 86340
13662, 494, 162, 2, 86339
13663, 531, 163, 3, 86338
13664, 568, 164, 4, 86337
13665, 605, 165, 5, 86336
13666, 642, 166, 6, 86335
13667, 679, 167, 7, 86334
13668, 716, 168, 8, 86333
13669, 753, 169, 9, 86332
13670, 790, 170, 0, 86331
13671, 827, 171, 1, 86330
13672, 864, 172, 2, 86329
13673, 901, 173, 3, 86328
13674, 938, 174, 4, 86327
13675, 975, 175, 5, 86326
13676, 12, 176, 6, 86325
13677, 49, 177, 7, 86324
13678, 86, 178, 8, 86323
13679, 123, 179, 9, 86322
13680, 160, 180, 0, 86321
13681, 197, 181, 1, 86320
13682, 234, 182, 2, 86319
13683, 271, 183, 3, 86318
13684, 308, 184, 4, 86317
13685, 345, 185, 5, 86316
13686, 382, 186, 6, 86315
13687, 419, 187, 7, 86314
13688, 456, 188, 8, 86313
13689, 493, 189, 9, 86312
13690, 530, 190, 0, 86311
13691, 567, 191, 1, 86310
13692, 604, 192, 2, 86309
13693, 641, 193, 3, 86308
13694, 678, 194, 4, 86307
13695, 715, 195, 5, 86306
13696, 752, 196, 6, 86305
13697, 789, 197, 7, 86304
13698, 826, 198, 8, 86303
13699, 863, 199, 9, 86302
13700, 900, 200, 0, 86301
13701, 937, 201, 1, 86300
13702, 974, 202, 2, 86299
13703, 11, 203, 3, 86298
13704, 48, 204, 4, 86297
13705, 85, 205, 5, 86296
13706, 122, 206, 6, 86295
13707, 159, 207, 7, 86294
13708, 196, 208, 8, 86293
13709, 233, 209, 9, 86292
13710, 270, 210, 0, 86291
13711, 307, 211, 1, 86290
13712, 344, 212, 2, 86289
13713, 381, 213, 3, 86288
13714, 418, 214, 4, 86287
13715, 455, 215, 5, 86286
13716, 492, 216, 6, 86285
13717, 529, 217, 7, 86284
13718, 566, 218, 8, 86283
13719, 603, 219, 9, 86282
13720, 640, 220, 0, 86281
13721, 677, 221, 1, 86280
13722, 714, 222, 2, 86279
13723, 751, 223, 3, 86278
13724, 788, 224, 4, 86277
13725, 825, 225, 5, 86276
13726, 862, 226, 6, 86275
13727, 899, 227, 7, 86274
13728, 936, 228, 8, 86273
13729, 973, 229, 9, 86272
13730, 10, 230, 0, 86271
13731, 47, 231, 1, 86270
13732, 84, 232, 2, 86269
13733, 121, 233, 3, 86268
13734, 158, 234, 4, 86267
13735, 195, 235, 5, 86266
13736, 232, 236, 6, 86265
13737, 269, 237, 7, 86264
13738, 306, 238, 8, 86263
13739, 343, 239, 9, 86262
13740, 380, 240, 0, 86261
13741, 417, 241, 1, 86260
13742, 454, 242, 2, 86259
13743, 491, 243, 3, 86258
13744, 528, 244, 4, 86257
13745, 565, 245, 5, 86256
13746, 602, 246, 6, 86255
13747, 639, 247, 7, 86254
13748, 676, 248, 8, 86253
13749, 713, 249, 9, 86252
13750, 750, 250, 0, 86251
13751, 787, 251, 1, 86250
13752, 824, 252, 2, 86249
13753, 861, 253, 3, 86248
13754, 898, 254, 4, 86247
13755, 935, 255, 5, 86246
13756, 972, 256, 6, 86245
13757, 9, 257, 7, 86244
13758, 46, 258, 8, 86243
13759, 83, 259, 9, 86242
13760, 120, 260, 0, 86241
13761, 157, 261, 1, 86240
13762, 194, 262, 2, 86239
13763, 231, 263, 3, 86238
13764, 268, 264, 4, 86237
13765, 305, 265, 5, 86236
13766, 342, 266, 6, 86235
13767, 379, 267, 7, 86234
13768, 416, 268, 8, 86233
13769, 453, 269, 9, 86232
13770, 490, 270, 0, 86231
13771, 527, 271, 1, 86230
13772, 564, 272, 2, 86229
13773, 601, 273, 3, 86228
13774, 638, 274, 4, 86227
13775, 675, 275, 5, 86226
13776, 712, 276, 6, 86225
13777, 749, 277, 7, 86224
13778, 786, 278, 8, 86223
13779, 823, 279, 9, 86222
13780, 860, 280, 0, 86221
13781, 897, 281, 1, 86220
13782, 934, 282, 2, 86219
13783, 971, 283, 3, 86218
13784, 8, 284, 4, 86217
13785, 45, 285, 5, 86216
13786, 82, 286, 6, 86215
13787, 119, 287, 7, 86214
13788, 156, 288, 8, 86213
13789, 193, 289, 9, 86212
13790, 230, 290, 0, 86211
13791, 267, 291, 1, 86210
13792, 304, 292, 2, 86209
13793, 341, 293, 3, 86208
13794, 378, 294, 4, 86207
13795, 415, 295, 5, 86206
13796, 452, 296, 6, 86205
13797, 489, 297, 7, 86204
13798, 526, 298, 8, 86203
13799, 563, 299, 9, 86202
13800, 600, 300, 0, 86201
13801, 637, 301, 1, 86200
13802, 674, 302, 2, 86199
13803, 711, 303, 3, 86198
13804, 748, 304, 4, 86197
13805, 785, 305, 5, 86196
13806, 822, 306, 6, 86195
13807, 859, 307, 7, 86194
13808, 896, 308, 8, 86193
13809, 933, 309, 9, 86192
13810, 970, 310, 0, 86191
13811, 7, 311, 1, 86190
13812, 44, 312, 2, 86189
13813, 81, 313, 3, 86188
13814, 118, 314, 4, 86187
13815, 155, 315, 5, 86186
13816, 192, 316, 6, 86185
13817, 229, 317, 7, 86184
13818, 266, 318, 8, 86183
13819, 303, 319, 9, 86182
13820, 340, 320, 0, 86181
13821, 377, 321, 1, 86180
13822, 414, 322, 2, 86179
13823, 451, 323, 3, 86178
13824, 488, 324, 4, 86177
13825, 525, 325, 5, 86176
13826, 562, 326, 6, 86175
13827, 599, 327, 7, 86174
13828, 636, 328, 8, 86173
13829, 673, 329, 9, 86172
13830, 710, 330, 0, 86171
13831, 747, 331, 1, 86170
13832, 784, 332, 2, 86169
13833, 821, 333, 3, 86168
13834, 858, 334, 4, 86167
13835, 895, 335, 5, 86166
13836, 932, 336, 6, 86165
13837, 969, 337, 7, 86164
13838, 6, 338, 8, 86163
13839, 43, 339, 9, 86162
13840, 80, 340, 0, 86161
13841, 117, 341, 1, 86160
13842, 154, 342, 2, 86159
13843, 191, 343, 3, 86158
13844, 228, 344, 4, 86157
13845, 265, 345, 5, 86156
13846, 302, 346, 6, 86155
13847, 339, 347, 7, 86154
13848, 376, 348, 8, 86153
13849, 413, 349, 9, 86152
13850, 450, 350, 0, 86151
13851, 487, 351, 1, 86150
13852, 524, 352, 2, 86149
13853, 561, 353, 3, 86148
13854, 598, 354, 4, 86147
13855, 635, 355, 5, 86146
13856, 672, 356, 6, 86145
13857, 709, 357, 7, 86144
13858, 746, 358, 8, 86143
